NomImage;Numero;nbPixBoucleHaut;nbPixBoucleBas;Compacity;distSTDskel;nbPixSkelQuartBasGauche;skelXcentreGrav;skelYcentreGrav;boucleXcentreGrav;boucleYcentreGrav;diffSkelBoucleXcentreGrav;diffSkelBoucleYcentreGrav;nbPixDiagInfSkel;nbPixDiagSupSkel;minorAxisSkel;majorAxisSkel;OrientationSkel;PHI1skel;PHI2skel;PHI3skel;PHI4skel
382,pgm;2;0;713;1,32607;11,770281;33;52,888462;62,776923;81,978962;59,321178;-29,090501;3,455745;150;109;74,737844;135,063852;0,337873;0,213912;346,025772;2786,910143;439,852792
392,pgm;2;336;1974;1,419656;14,261904;45;45,512121;62,609091;66,942857;69,82987;-21,430736;-7,220779;215;113;93,11291;126,879181;0,416145;0,248796;423,275001;2723,240284;549,38165
402,pgm;2;0;1326;1,093772;12,442149;103;59,195572;53,394834;75,267722;34,402715;-16,072151;18,992119;112;158;90,488308;121,826413;-0,707341;0,211231;260,358612;1316,440292;351,660374
412,pgm;2;0;1733;1,074947;13,125302;86;55,853741;54,812925;81,487017;46,030583;-25,633275;8,782342;157;134;107,804767;131,759336;0,02197;0,233304;327,667524;1907,895426;477,386273
422,pgm;2;0;1735;0,977708;15,087381;40;53,194553;62,762646;77,169452;64,705476;-23,9749;-1,94283;165;90;80,277819;136,293471;0,458219;0,214147;352,712586;2953,560208;459,419697
432,pgm;2;0;374;1,396051;11,316284;26;58,337778;51,728889;84,612299;57,131016;-26,274522;-5,402127;85;137;62,645195;119,764399;0,73434;0,162471;229,313975;1849,594678;240,436644
442,pgm;2;123;2294;1,201138;13,283697;68;49,943709;59,592715;69,470832;62,001655;-19,527123;-2,40894;184;115;90,508644;124,571306;0,314303;0,227331;357,357826;2369,853126;454,410164
452,pgm;2;0;1038;1,502663;11,02532;90;61,653571;52,357143;81,766859;38,543353;-20,113288;13,81379;123;157;89,531605;114,327172;-0,090586;0,22009;335,763442;2177,308166;415,713759
462,pgm;2;0;1120;1,200803;10,991723;105;56,715254;50,230508;70,196429;31,09375;-13,481174;19,136758;132;162;93,918181;103,232143;0,448129;0,205234;277,059805;1481,406542;318,533157
472,pgm;2;0;50;0,994748;11,076732;46;59,922018;48,802752;85,6;29,48;-25,677982;19,322752;89;125;70,277157;121,478346;0,414352;0,157033;201,211126;1553,538877;222,885374
482,pgm;2;0;203;1,101181;10,145575;79;60,798479;44,562738;84,714286;18,990148;-23,915807;25,57259;102;159;95,708275;114,419366;0,306083;0,186021;239,097851;1455,856407;290,095005
492,pgm;2;0;2730;1,37265;11,006601;112;60,167742;48,96129;73,979121;49,472894;-13,811379;-0,511603;151;158;96,120572;105,512574;0,18734;0,226009;355,594224;2169,505976;424,276622
502,pgm;2;0;1990;1,210733;16,213718;109;63,320285;56,44484;79,236683;38,838693;-15,916399;17,606146;106;175;75,396276;143,991856;0,720738;0,24859;308,937895;1302,488524;500,995761
512,pgm;2;0;1020;1,238636;12,235341;42;53,464684;60,799257;80,819608;58,898039;-27,354924;1,901217;154;108;73,797817;130,960017;0,340013;0,214321;351,175774;2771,08082;431,296244
003,pgm;3;0;1;0,07958;15,67524;102;62,682819;36,643172;74;11;-11,317181;25,643172;33;187;74,524592;125,647179;0,731898;0,149949;177,246769;1280,428363;199,527601
013,pgm;3;677;423;4,132435;13,984409;131;56,191489;41,933131;39,108182;29,478182;17,083308;12,454949;132;193;84,069542;135,721534;0,26354;0,214142;322,007243;2359,015997;393,27114
023,pgm;3;1;0;0,07958;14,584029;55;43,983264;44,945607;43;28;0,983264;16,945607;106;132;88,679166;131,739773;0,393567;0,132187;109,912169;780,877308;136,227215
033,pgm;3;0;1;0,07958;16,07516;84;50,508065;41,318548;56;39;-5,491935;2,318548;84;162;76,354539;131,956634;0,47715;0,141631;149,417436;1127,165233;163,937421
043,pgm;3;1;0;0,07958;11,936417;34;44,223256;54,376744;40;20;4,223256;34,376744;88;126;79,512127;108,640477;0,083983;0,129975;111,517214;652,483496;121,673885
053,pgm;3;0;1;0,07958;15,711656;123;57,936567;40,895522;69;33;-11,063433;7,895522;99;166;83,629524;135,950653;0,002594;0,177453;202,983681;1277,75514;250,992266
063,pgm;3;0;1;0,07958;14,951488;63;49,434783;46,898551;54;34;-4,565217;12,898551;79;127;56,362139;117,794648;0,488508;0,118177;117,104657;891,115041;109,125064
073,pgm;3;1;0;0,07958;12,195551;72;44,992308;52,007692;45;47;-0,007692;5,007692;129;130;88,35722;94,13648;-0,529349;0,150043;147,280252;697,250014;147,784526
083,pgm;3;0;1;0,07958;14,761906;98;52,036145;36,473896;58;31;-5,963855;5,473896;73;173;65,788094;119,385606;0,589907;0,129466;134,518377;857,339678;122,803971
093,pgm;3;0;1;0,07958;13,127981;87;49,033962;53,181132;52;40;-2,966038;13,181132;124;140;83,78328;126,909326;-0,337623;0,176965;165,897035;764,549891;222,354216
103,pgm;3;0;355;1,067266;15,475917;102;59,811404;42,307018;83,709859;19,622535;-23,898456;22,684482;87;139;87,813224;121,38711;0,064394;0,15436;161,813231;966,320692;187,450346
113,pgm;3;0;856;1,005532;13,928879;104;60,07;55,236667;79,938084;24,384346;-19,868084;30,852321;139;160;100,721526;129,393301;-0,551679;0,250199;358,561303;2164,773352;541,344956
123,pgm;3;0;951;1,031023;14,500883;101;54,309859;50,524648;78,299685;27,218717;-23,989825;23,305931;113;170;86,515479;133,14063;-0,507741;0,201016;201,502381;841,031377;289,425214
133,pgm;3;1045;475;3,142618;12,567048;111;53,48366;40,96732;37,811184;34,170395;15,672476;6,796926;115;188;77,676622;127,258142;0,144111;0,1814;224,968836;1442,389954;250,396408
143,pgm;3;0;1;0,07958;11,986222;54;48,682028;53,834101;51;37;-2,317972;16,834101;97;119;69,310185;95,835562;0,422186;0,133288;140,234634;900,032391;131,005418
153,pgm;3;283;0;1,151798;14,31918;83;50,234818;39,238866;8,632509;21,363958;41,602309;17,874909;108;135;70,969002;149,066686;0,284412;0,14244;146,453473;1146,435745;174,364704
163,pgm;3;773;52;3,445661;13,145276;86;50,057348;42,179211;17,796364;34,037576;32,260984;8,141636;123;152;79,118094;145,41619;0,314974;0,167335;194,189002;1436,533411;239,734953
173,pgm;3;0;37;1,344254;14,211249;76;46,769912;49,035398;68,540541;19,216216;-21,770629;29,819182;101;123;84,246623;117,646435;0,222928;0,133352;116,275892;723,195053;129,11386
183,pgm;3;0;1;0,07958;14,833401;65;56,322222;44,85;62;38;-5,677778;6,85;59;119;55,211681;125,383873;0,419289;0,114422;112,360585;929,81113;113,345739
193,pgm;3;225;395;4,633599;12,642848;99;57,3625;45,2375;56,551613;34,704839;0,810887;10,532661;95;144;67,458162;113,499448;-0,179063;0,154234;161,696838;910,28495;167,534741
203,pgm;3;0;1;0,07958;15,815388;47;51,193237;44,714976;54;17;-2,806763;27,714976;76;129;50,198674;129,910012;0,612688;0,120732;129,658536;1129,31281;129,268318
213,pgm;3;700;360;1,099177;14,424727;51;43,5;47,985507;46,978302;28,325472;-3,478302;19,660036;168;101;80,963194;105,800064;-0,728468;0,146395;153,211846;981,6342;148,568034
223,pgm;3;0;1;0,07958;12,349375;66;48,553922;50,735294;53;49;-4,446078;1,735294;95;108;67,816503;104,063279;0,444982;0,120275;113,807472;734,518618;105,986708
233,pgm;3;0;1;0,07958;12,220209;73;50,034632;57,896104;57;50;-6,965368;7,896104;110;120;82,918917;114,64276;-0,427267;0,164162;163,175042;822,769444;199,561897
243,pgm;3;0;1;0,07958;12,916577;27;52,213873;55,242775;53;62;-0,786127;-6,757225;87;86;58,253142;131,560819;0,191072;0,122344;111,811108;855,798034;129,115793
253,pgm;3;0;356;1,851125;13,215447;107;59,357692;47,265385;79,418539;26,83427;-20,060847;20,431115;100;158;72,118305;110,593187;-0,295463;0,178018;213,169653;1200,690419;231,340701
263,pgm;3;1;0;0,07958;10,03871;61;46,504808;50,769231;47;71;-0,495192;-20,230769;114;93;70,075361;90,166379;0,244968;0,115549;100,619124;509,275193;85,18699
273,pgm;3;0;623;1,355156;14,49413;101;56,621451;47,646688;76,049759;30,979133;-19,428308;16,667554;127;187;86,776456;112,249798;0,33246;0,213478;328,253131;2028,302723;358,063632
283,pgm;3;0;1;0,07958;13,039308;59;50,678414;49,23348;52;57;-1,321586;-7,76652;103;121;78,255515;139,27413;0,19599;0,149532;149,407962;1051,371401;185,482922
293,pgm;3;87;506;1,315281;13,815404;56;52,714286;53,049107;56,826307;34,839798;-4,112021;18,20931;93;125;72,275788;89,377658;0,490712;0,14378;165,136318;1128,521006;155,659041
303,pgm;3;0;1;0,07958;15,862082;50;52,798817;45,810651;59;35;-6,201183;10,810651;65;103;48,551099;134,3545;0,470105;0,104135;95,108798;829,85188;96,724311
313,pgm;3;0;1;0,07958;12,81371;77;53,534137;49,899598;61;55;-7,465863;-5,100402;117;130;77,671606;123,65252;0,040982;0,166545;185,75384;1129,043914;212,633343
323,pgm;3;0;381;1,544809;14,409357;98;53,333333;47,578755;68,816273;24,141732;-15,48294;23,437022;107;165;84,074456;118,024943;0,307065;0,175282;217,570539;1534,091899;242,180972
333,pgm;3;0;761;1,174979;14,474979;104;52,083942;43,478102;67,003942;26,788436;-14,920001;16,689666;99;172;78,970032;113,689905;0,432591;0,158939;185,375577;1230,407688;189,219444
343,pgm;3;0;15;0,763966;13,519916;90;52,471631;50,099291;62;11;-9,528369;39,099291;126;152;77,011625;110,344223;0,492533;0,180336;249,537111;1846,50413;266,786237
353,pgm;3;0;179;0,940731;14,733841;104;58,733068;37,023904;78,910615;12,346369;-20,177547;24,677536;72;177;81,683529;134,462567;0,40421;0,159821;190,744785;1431,405612;223,382873
363,pgm;3;0;1;0,07958;13,910579;60;50,469697;47,035354;54;57;-3,530303;-9,964646;82;110;59,617263;114,124378;0,616773;0,114754;111,488664;806,701437;102,844789
373,pgm;3;0;532;1,378586;10,91884;97;50,206081;53,72973;69,817669;24,917293;-19,611588;28,812436;136;158;104,938713;124,128168;-0,452172;0,20894;235,357882;1148,250075;332,122689
383,pgm;3;0;304;1,140295;13,474496;20;40,743697;61,605042;58,875;56,424342;-18,131303;5,1807;185;48;65,693989;127,063856;0,599376;0,16027;204,335858;1522,360153;217,735625
393,pgm;3;0;1;0,07958;13,835251;49;49,146597;45,172775;54;29;-4,853403;16,172775;70;120;55,416336;127,240379;0,500827;0,108102;98,47241;788,529535;95,950568
403,pgm;3;0;505;1,138543;15,967987;111;61,115538;41,38247;81,6;23,762376;-20,484462;17,620094;83;165;80,67608;128,141058;0,261742;0,172705;222,792729;1610,17226;255,995412
413,pgm;3;0;1016;1,762348;12,833009;98;52,973154;50,969799;66,791339;38,872047;-13,818184;12,097751;163;131;87,733949;107,443585;0,730681;0,196879;282,875495;1911,391562;304,200794
423,pgm;3;0;615;1,071545;14,870192;100;55,093985;46,229323;71,936585;24,868293;-16,8426;21,361031;108;156;90,977004;126,9268;0,210969;0,178132;211,132614;1452,124767;257,619335
433,pgm;3;0;262;1,167576;13,695499;65;59,826484;44,584475;78,885496;34,763359;-19,059012;9,821116;58;159;59,71525;117,451223;0,630145;0,145679;184,729023;1421,289327;181,879383
443,pgm;3;0;688;1,374256;12,256499;95;53,951724;52,251724;71,449128;30,498547;-17,497404;21,753178;120;169;88,179992;112,418722;-0,124541;0,20059;262,18328;1577,499608;304,3853
453,pgm;3;0;522;1,127533;14,187498;89;55,72449;47,816327;59,599617;26,312261;-3,875127;21,504066;57;139;78,211771;90,770968;-0,600584;0,123262;116,503946;780,730517;112,482152
463,pgm;3;0;414;1,292499;16,062283;100;51,070539;46,672199;61,270531;22,608696;-10,199992;24,063504;90;150;88,672764;111,407022;0,07462;0,145893;137,280751;883,48637;157,159309
473,pgm;3;0;1;0,07958;11,516803;54;55,898396;42,882353;52;57;3,898396;-14,117647;60;124;54,990085;110,464082;0,460318;0,110614;105,734851;717,058726;92,120012
483,pgm;3;0;1;0,07958;12,496261;81;47,261993;57,730627;51;68;-3,738007;-10,269373;141;129;82,503358;129,741267;-0,329825;0,190892;191,674906;801,282878;262,618205
493,pgm;3;0;1;0,07958;12,496261;81;47,261993;57,730627;51;68;-3,738007;-10,269373;141;129;82,503358;129,741267;-0,329825;0,190892;191,674906;801,282878;262,618205
503,pgm;3;0;564;1,555616;13,256633;144;57,771277;46,210106;82,402482;21,150709;-24,631206;25,059397;147;226;91,151599;125,036216;-0,170915;0,262046;417,913492;2330,997671;530,42558
513,pgm;3;0;394;1,493838;15,206359;119;59,694444;46,535714;79,862944;22,51269;-20,1685;24,023024;86;161;77,660854;112,477051;-0,339751;0,173795;196,883874;1091,61141;221,650152
124,pgm;4;248;0;1,04256;7,58244;70;45,365385;51,298077;17,983871;53,040323;27,381514;-1,742246;167;145;108,484842;129,035254;-0,611542;0,20173;187,830189;636,437057;286,845136
384,pgm;4;306;0;0,905285;9,04628;74;46,672185;47,933775;21,689542;50,960784;24,982643;-3,027009;161;139;108,374598;127,694864;0,738504;0,18812;160,354704;490,649264;243,66814
064,pgm;4;1260;0;1,018685;9,818213;57;46,804196;56,094406;22,136508;51,068254;24,667688;5,026152;173;111;96,016568;115,732177;-0,380402;0,193065;215,150323;998,003758;277,200488
164,pgm;4;677;0;0,809786;9,678227;66;47,326389;52,972222;19,692762;62,549483;27,633627;-9,577261;155;132;107,667815;131,371958;0,582345;0,197252;186,47421;697,176278;286,668617
344,pgm;4;293;0;0,88244;8,086138;55;47,727612;55,518657;15,849829;71,412969;31,877783;-15,894313;132;135;117,81527;136,699843;0,105443;0,198205;205,62182;1031,965978;326,843001
284,pgm;4;587;0;1,328725;8,372972;72;48,553459;56,827044;20,67632;67,688245;27,877139;-10,861201;172;145;102,090867;122,856156;0,674289;0,228372;285,841007;1284,728268;402,476144
354,pgm;4;758;0;1,412699;10,96205;75;48,783708;54,77809;21,96438;62,122691;26,819328;-7,344601;200;155;113,487358;124,584992;0,579352;0,254737;347,785679;1730,437428;520,91442
174,pgm;4;334;0;0,774116;7,473164;48;49,18107;58,296296;16,691617;73,143713;32,489453;-14,847416;123;119;110,509059;122,872377;0,326749;0,182836;194,247181;1035,271442;277,675985
004,pgm;4;0;1;0,07958;13,880056;37;50,074074;63,757576;71;91;-20,925926;-27,242424;165;132;102,93209;116,347314;-0,339405;0,239996;398,270201;2659,773304;529,970574
374,pgm;4;0;1;0,07958;6,907984;61;56,00823;52,300412;96;63;-39,99177;-10,699588;112;130;113,308853;138,071924;-0,157068;0,191148;211,077385;1272,489341;334,899445
234,pgm;4;0;1;0,07958;8,840274;71;50,373802;55,511182;79;87;-28,626198;-31,488818;164;148;113,137124;120,520131;0,110865;0,22933;307,956979;1743,922225;442,904427
404,pgm;4;0;1;0,07958;7,522581;77;51,094737;52,898246;80;76;-28,905263;-23,101754;140;144;105,930957;141,050073;0,667009;0,20958;194,130723;662,052054;332,47149
054,pgm;4;0;1;0,07958;9,951;44;52,111111;53,26087;91;65;-38,888889;-11,73913;90;116;94,967635;118,153577;-0,474069;0,144662;144,624678;846,308539;173,021838
274,pgm;4;0;1;0,07958;8,073132;70;52,560137;54,955326;91;74;-38,439863;-19,044674;131;158;110,766237;128,66297;-0,173494;0,220698;293,782119;1741,249102;428,545389
304,pgm;4;0;1;0,07958;7,054279;79;59,145098;51,313725;92;55;-32,854902;-3,686275;101;152;100,529385;128,23059;-0,2259;0,198659;255,103786;1663,91849;357,132674
314,pgm;4;0;1;0,07958;8,147935;66;59,019455;51,63035;94;70;-34,980545;-18,36965;106;150;96,580782;127,476125;-0,459548;0,199114;275,825815;1988,036811;370,386564
334,pgm;4;0;1;0,07958;12,014623;70;54,023729;51,833898;86;80;-31,976271;-28,166102;147;146;108,070314;125,036581;-0,143132;0,215716;279,807495;1563,499334;394,329543
494,pgm;4;0;1;0,07958;12,014623;70;54,023729;51,833898;86;80;-31,976271;-28,166102;147;146;108,070314;125,036581;-0,143132;0,215716;279,807495;1563,499334;394,329543
294,pgm;4;0;1;0,07958;7,491612;69;59,313901;49,273543;94;50;-34,686099;-0,726457;82;140;100,528121;124,596371;0,11802;0,168318;168,213732;853,919557;233,209058
194,pgm;4;0;1;0,07958;8,159114;60;60,225641;50,794872;87;50;-26,774359;0,794872;66;128;80,000265;123,478921;-0,287844;0,147424;157,986105;1064,69536;191,625075
024,pgm;4;0;1;0,07958;10,276919;55;55,59144;54,782101;95;77;-39,40856;-22,217899;117;137;104,984334;132,224941;-0,523042;0,202338;274,043756;1910,827893;391,955872
204,pgm;4;187;0;1,334558;6,765021;71;55,34471;52,477816;40,427807;72,652406;14,916902;-20,174591;155;137;105,152892;113,875949;0,730798;0,214432;302,517417;1895,776315;396,488635
074,pgm;4;396;0;1,591797;8,295653;81;56,280528;49,264026;33,729798;67,505051;22,55073;-18,241024;148;153;102,749836;125,256243;0,171915;0,219216;273,17199;1322,830653;382,392074
044,pgm;4;32;0;0,805746;6,790414;66;57,012245;51,204082;33,15625;73,90625;23,855995;-22,702168;102;142;97,05919;131,915016;-0,275254;0,184942;223,561945;1416,901962;303,727519
084,pgm;4;88;0;0,869048;9,770634;43;55,221757;56,761506;30,545455;66,954545;24,676303;-10,193039;103;134;87,893767;131,857098;-0,599903;0,187395;267,468536;2132,715926;346,304105
034,pgm;4;205;0;0,8944;8,526707;56;55,14;54,236;28,473171;69,712195;26,666829;-15,476195;114;136;104,933241;129,148976;-0,393763;0,192815;242,89406;1618,619584;340,112136
484,pgm;4;138;0;0,922665;7,109191;68;59,841667;52,816667;36,456522;75,855072;23,385145;-23,038406;99;140;92,840557;126,351198;-0,176411;0,189771;242,606951;1601,003249;324,632586
474,pgm;4;586;8;0,922938;8,794694;60;53,484;54,42;34,93771;82,632997;18,54629;-28,212997;114;133;101,666873;126,674877;-0,095545;0,186775;218,024341;1201,597232;294,00357
264,pgm;4;562;0;0,97549;9,65741;66;50,653979;54,380623;25,229537;65,871886;25,424442;-11,491263;153;134;107,194659;127,159188;0,529335;0,209578;232,968687;1044,71915;346,795613
094,pgm;4;1250;0;0,978895;10,841584;72;52,70679;56,179012;29,1912;71,4272;23,51559;-15,248188;171;152;105,426174;119,872881;0,008633;0,24387;371,268319;2187,452967;504,959277
504,pgm;4;32;0;0,994748;6,767967;68;50,006873;57,178694;18,8125;71,75;31,194373;-14,571306;131;160;117,035818;122,808721;0,330426;0,220252;277,744912;1438,440882;413,611503
154,pgm;4;390;0;1,02862;9,870048;57;53,631579;54,142857;29,879487;72,620513;23,752092;-18,477656;130;136;106,904078;133,788736;-0,194958;0,203245;252,746477;1518,004495;367,575508
454,pgm;4;598;0;1,030545;7,020042;69;51,74717;60,675472;21,401338;72,374582;30,345832;-11,69911;150;115;91,240736;120,482918;0,681515;0,206351;252,775948;1335,871373;343,61316
144,pgm;4;74;0;1,033462;5,496406;77;59,793893;48,251908;40,27027;72,108108;19,523623;-23,8562;112;148;107,203628;121,207821;-0,512649;0,197549;251,275484;1557,326788;345,445164
244,pgm;4;591;0;1,066585;9,040867;64;51,361111;55,34375;28,025381;65,165821;23,33573;-9,822071;153;134;96,975328;110,806026;0,203003;0,203214;264,310669;1428,652109;323,931626
364,pgm;4;345;0;1,0666;9,746704;49;54,40625;56,026786;39,014493;78,892754;15,391757;-22,865968;105;118;80,528067;118,993726;-0,251946;0,16552;202,724221;1365,249355;232,580296
464,pgm;4;831;0;1,137771;10,17772;69;53,527972;55,727273;30,949458;71,504212;22,578514;-15,776939;154;132;93,164943;120,717725;0,383718;0,212328;268,797725;1378,991032;353,541336
224,pgm;4;1018;0;1,144527;10,893535;64;50,889632;58,003344;29,707269;73,058939;21,182363;-15,055595;168;130;94,184884;115,623058;0,337503;0,219589;302,14582;1642,346676;383,0909
444,pgm;4;369;0;1,149271;7,85576;56;53,595833;56,679167;30,03252;68,829268;23,563313;-12,150102;127;112;88,43413;110,957998;0,270059;0,176239;204,573918;1163,697372;245,644625
014,pgm;4;1255;7;1,16633;12,287556;80;51,554377;52,551724;29,502377;60,559429;22,051999;-8,007705;213;162;112,470242;121,572932;-0,326179;0,268947;430,466999;2409,31171;607,876128
254,pgm;4;8;0;0,487426;4,843861;73;55,555118;50,299213;30,125;54,875;25,430118;-4,575787;116;137;98,479465;117,725687;0,52397;0,180054;186,762916;853,437345;248,938202
394,pgm;4;245;0;1,591596;7,209684;64;54,387833;59,098859;28,632653;87,208163;25,75518;-28,109304;120;142;96,994154;130,258141;0,062364;0,213008;287,60795;1791,405604;408,788126
134,pgm;4;288;0;1,277698;8,718675;72;50,72956;50,650943;24,90625;53,541667;25,82331;-2,890723;162;154;110,575987;118,109724;-0,547546;0,215447;277,120583;1429,13127;371,328981
414,pgm;4;290;16;1,065225;5,965094;81;57,474916;50,053512;42,839869;83,052288;14,635047;-32,998776;139;158;106,701308;131,319694;-0,346197;0,227183;322,878793;1994,859862;462,730686
114,pgm;4;230;34;0,945312;9,312153;81;60,772727;49,006993;44,344697;66,405303;16,42803;-17,39831;133;151;101,081759;128,724351;-0,129788;0,2222;306,976426;1827,743673;436,190859
214,pgm;4;642;38;1,056188;12,247828;70;55,148515;50,851485;38,954412;63,748529;16,194103;-12,897044;150;148;96,041523;122,807128;-0,143585;0,216534;299,693193;1689,536823;382,330994
434,pgm;4;578;208;1,137607;12,947133;66;57,060897;55,192308;43,340967;73,482188;13,719931;-18,289881;147;164;85,154526;126,715932;-0,470064;0,242078;442,74925;3328,773784;546,114621
184,pgm;4;596;229;1,003574;12,127031;62;54,494505;50,234432;44,243636;58,077576;10,250869;-7,843144;124;146;82,999061;105,641133;-0,235612;0,180759;233,728425;1322,023219;245,719332
324,pgm;4;1201;247;1,253107;11,588752;74;52,527157;57,945687;34,40884;78,513122;18,118317;-20,567435;174;138;98,320824;126,975877;0,401165;0,241907;336,835905;1784,927899;478,08799
424,pgm;4;135;961;1,098506;11,626788;85;57,268852;44,190164;61,153285;68,49635;-3,884432;-24,306186;109;193;88,612919;118,777029;-0,743466;0,201453;291,995157;1954,307905;330,53721
514,pgm;4;737;1609;0,980331;11,524622;90;55,357143;48,327068;57,52728;66,238278;-2,170138;-17,91121;106;158;80,633486;116,371165;-0,246502;0,176961;219,458177;1302,857356;246,052212
104,pgm;4;0;0;#NOM?;8,449222;74;60,58;46,224;#NOM?;#NOM?;#NOM?;#NOM?;96;152;101,44038;143,419441;-0,306564;0,193383;229,117395;1434,271926;346,023746
005,pgm;5;920;2264;2,559351;15,009114;72;48,942779;56,016349;58,906093;61,117462;-9,963314;-5,101114;239;125;76,830974;125,304324;0,365803;0,252624;468,737791;3238,79297;549,182154
015,pgm;5;2370;3466;2,052821;12,976402;95;51,536082;46,561856;53,415696;47,252399;-1,879613;-0,690543;184;201;106,243977;126,151485;0,38038;0,253135;383,470077;2285,17018;525,720248
025,pgm;5;2370;3269;1,900785;15,067444;96;52,378747;45,002725;53,989005;44,607377;-1,610259;0,395348;168;195;102,42627;133,268418;0,45441;0,239816;359,99434;2444,381547;494,615863
035,pgm;5;2057;1626;2,254272;15,133535;0;46,848297;55,365325;46,37388;55,694542;0,474417;-0,329217;189;131;74,831253;129,83594;0,590846;0,215236;359,445302;2829,016323;413,898491
045,pgm;5;2637;2271;1,952348;13,259983;86;48,700288;48,827089;47,515892;48,28749;1,184396;0,5396;173;171;92,826546;122,012766;0,334865;0,216;301,957062;1778,089848;359,222764
055,pgm;5;2004;1955;2,110122;15,394935;73;49,598765;47,740741;48,953524;47,538015;0,645242;0,202726;155;165;78,5459;125,357076;0,393012;0,197865;283,082653;1912,834236;312,0719
065,pgm;5;1869;2213;2,18786;12,993889;86;50,647761;45,829851;52,482362;44,820676;-1,8346;1,009175;154;176;84,839041;115,603165;0,312778;0,199348;272,727169;1591,84955;297,03917
075,pgm;5;2021;1830;2,29149;12,399292;89;50,154762;49,467262;50,327447;47,77772;-0,172686;1,689542;156;176;87,844085;109,335078;0,20718;0,208049;291,136843;1680,149192;319,936968
085,pgm;5;2258;1724;2,434179;14,963334;84;50,621849;51,661064;49,084129;49,667755;1,53772;1,99331;176;177;81,78006;123,724176;0,617637;0,23584;419,838944;3256,99941;483,367203
095,pgm;5;2177;2800;2,118547;13,787051;93;49,93617;46,449468;52,755274;45,539883;-2,819104;0,909585;182;191;100,032235;121,770622;-0,161216;0,233245;297,319133;1380,719908;392,868642
105,pgm;5;2653;2134;2,001698;14,910182;72;49,040346;50,363112;47,446;49,101525;1,594346;1,261587;177;167;87,297365;132,93008;0,54623;0,226317;364,17235;2648,319287;443,237105
115,pgm;5;3051;2258;1,975165;13,950341;61;48,077135;53,76584;46,656056;53,549068;1,421079;0,216773;190;172;100,484304;127,605986;0,575781;0,24869;404,283799;2570,612477;528,260145
125,pgm;5;1436;3297;2,544284;12,933053;88;49,912596;45,586118;57,827805;45,698922;-7,915208;-0,112804;187;198;100,649101;120,055497;0,238689;0,23742;336,940182;1805,531921;434,897179
135,pgm;5;1875;2531;1,861095;13,460944;62;47,361702;50,06079;51,732637;51,568089;-4,370935;-1,507299;172;154;86,609695;124,97499;0,467868;0,20379;287,137825;1776,850317;337,43548
145,pgm;5;2009;2021;2,460636;13,368737;118;55,263456;46,269122;53,751117;45,201985;1,512339;1,067137;131;219;86,381202;117,444732;0,382597;0,230273;379,661678;2635,943555;434,494022
155,pgm;5;2750;2125;2,283345;14,586498;99;49,984615;48,097436;49,453949;48,156308;0,530667;-0,058872;180;207;92,570839;130,885434;0,362524;0,250306;410,682567;2711,197061;520,751961
165,pgm;5;2437;2666;1,729282;14,624882;88;52,696697;47,333333;51,6602;46,792083;1,036497;0,54125;157;174;90,010594;130,933984;0,512926;0,219621;339,646715;2424,427686;417,993773
175,pgm;5;1656;2733;2,15812;14,252981;74;50,705382;48,626062;56,252677;49,268398;-5,547295;-0,642336;172;177;95,379127;117,312979;0,228304;0,224658;321,745971;1812,811766;394,914096
185,pgm;5;2279;2270;1,80259;13,510462;76;50,619938;48,629283;50,739283;48,912948;-0,119346;-0,283664;153;165;87,685059;122,185821;0,323334;0,20354;281,39993;1756,626756;329,115625
195,pgm;5;1650;1241;2,477407;12,295305;70;46,131498;51,470948;47,098582;50,407471;-0,967083;1,063477;171;153;66,592926;108,720064;-0,053336;0,189441;236,219222;1118,906872;231,785954
205,pgm;5;2490;2550;1,967532;14,296811;74;49,518414;50,053824;49,834722;50,132341;-0,316309;-0,078517;180;172;93,29209;125,928175;0,276905;0,229187;337,283986;2054,324822;422,861877
215,pgm;5;1678;2731;1,906468;13,188009;78;53,473846;45,153846;55,339533;44,849626;-1,865687;0,30422;147;172;89,960541;121,146995;0,345018;0,205446;287,44261;1785,661271;338,045702
225,pgm;5;2556;2079;1,903889;13,220013;63;47,438438;52,57958;46,86041;52,284574;0,578029;0,295006;175;156;91,750881;116,981627;0,204283;0,213002;291,11495;1566,479579;344,160297
235,pgm;5;2391;2122;2,640946;14,307751;79;46,056266;47,478261;46,670729;46,027255;-0,614463;1,451006;169;207;94,160805;116,668708;0,229831;0,226007;310,53104;1502,136262;360,743151
245,pgm;5;1634;1576;2,459909;13,338267;34;47,488889;56,628571;48,98972;58,406542;-1,500831;-1,777971;193;119;73,345533;115,016526;0,508782;0,208688;338,092574;2314,859732;360,148196
255,pgm;5;1947;2031;1,984994;12,672094;61;50,552381;51,930159;50,306938;52,506536;0,245443;-0,576377;157;152;82,043004;115,935113;0,44511;0,205161;308,693331;2003,947562;340,463033
265,pgm;5;2774;1892;2,234989;12,96405;65;46,348066;52,505525;44,848264;53,087227;1,499802;-0,581702;182;177;89,526419;122,126593;0,425183;0,229439;354,515027;2143,830828;414,619759
275,pgm;5;2582;2721;1,644134;12,134053;58;47,371601;50,92145;49,751461;50,174807;-2,37986;0,746643;177;152;100,777898;115,909159;0,363441;0,208911;270,027226;1464,029466;335,098586
